id_venta,producto,cantidad,precio_unitario,vendedor
2670,USB Hub,3,30,Carlos
2671,Monitor,1,200,Beatriz
2672,USB Hub,7,30,Isabel
2673,Switch,16,95,Ana
2674,Monitor,3,200,Beatriz
2675,Webcam,6,60,Beatriz
2676,RAM,12,90,Jose
2677,Laptop,16,1500,Beatriz
2678,Tablet,4,350,Elena
2679,USB Hub,9,30,Jose
2680,Laptop,2,1500,Ana
2681,RAM,10,90,Carlos
2682,Laptop,11,1500,Carlos
2683,Monitor,14,200,Fernando
2684,RAM,1,90,Carlos
2685,Tablet,2,350,Ana
2686,Router,6,75,Fernando
2687,Mouse,10,20,Fernando
2688,Teclado,15,45,Isabel
2689,USB Hub,19,30,Elena
2690,Mouse,17,20,Diego
2691,Monitor,6,200,Isabel
2692,Impresora,18,250,Carlos
2693,Router,13,75,Hugo
2694,Parlantes,9,110,Carlos
2695,Webcam,18,60,Gabriela
2696,Tablet,4,350,Isabel
2697,Impresora,20,250,Elena
2698,SSD,8,120,Ana
2699,Microfono,8,70,Gabriela
2700,Laptop,7,1500,Isabel
2701,Tablet,7,350,Hugo
2702,Impresora,11,250,Elena
2703,USB Hub,6,30,Jose
2704,Router,11,75,Carlos
2705,Mouse,3,20,Isabel
2706,Microfono,9,70,Gabriela
2707,Switch,12,95,Isabel
2708,Microfono,19,70,Fernando
2709,USB Hub,3,30,Beatriz
2710,USB Hub,19,30,Fernando
2711,Mouse,8,20,Carlos
2712,Laptop,4,1500,Elena
2713,SSD,20,120,Diego
2714,RAM,3,90,Jose
2715,Laptop,4,1500,Carlos
2716,USB Hub,1,30,Isabel
2717,Webcam,2,60,Carlos
2718,Laptop,2,1500,Ana
2719,Auriculares,19,80,Hugo
2720,Teclado,8,45,Elena
2721,Auriculares,9,80,Isabel
2722,Monitor,15,200,Elena
2723,Microfono,19,70,Fernando
2724,Auriculares,15,80,Diego
2725,Tablet,7,350,Gabriela
2726,SSD,4,120,Carlos
2727,Router,8,75,Beatriz
2728,RAM,16,90,Isabel
2729,Router,4,75,Ana
2730,Monitor,20,200,Ana
2731,Microfono,19,70,Jose
2732,Tablet,12,350,Gabriela
2733,Teclado,20,45,Gabriela
2734,Auriculares,5,80,Gabriela
2735,Auriculares,18,80,Ana
2736,Microfono,8,70,Carlos
2737,Monitor,15,200,Fernando
2738,Microfono,17,70,Elena
2739,Webcam,8,60,Jose
2740,Auriculares,4,80,Hugo
2741,Parlantes,19,110,Fernando
2742,Teclado,6,45,Beatriz
2743,RAM,15,90,Ana
2744,Auriculares,20,80,Carlos
2745,Switch,4,95,Isabel
2746,Switch,6,95,Gabriela
2747,Parlantes,3,110,Elena
2748,Tablet,15,350,Diego
2749,Impresora,8,250,Ana
2750,RAM,2,90,Fernando
2751,Webcam,1,60,Gabriela
2752,Impresora,13,250,Elena
2753,Parlantes,2,110,Ana
2754,Parlantes,11,110,Hugo
2755,Auriculares,13,80,Ana
2756,Webcam,7,60,Fernando
2757,USB Hub,19,30,Beatriz
2758,USB Hub,15,30,Hugo
2759,Laptop,9,1500,Elena
2760,Auriculares,15,80,Ana
2761,Router,16,75,Ana
2762,Microfono,20,70,Elena
2763,SSD,14,120,Gabriela
2764,Impresora,10,250,Diego
2765,Mouse,7,20,Isabel
2766,Monitor,6,200,Carlos
2767,Router,9,75,Diego
2768,Mouse,14,20,Fernando
2769,Monitor,6,200,Elena
2770,Tablet,20,350,Fernando
2771,Tablet,14,350,Jose
2772,Laptop,11,1500,Beatriz
2773,Microfono,20,70,Ana
2774,Laptop,7,1500,Fernando
2775,Webcam,1,60,Jose
2776,Teclado,15,45,Hugo
2777,USB Hub,13,30,Hugo
2778,Parlantes,18,110,Fernando
2779,Parlantes,3,110,Isabel
2780,Impresora,13,250,Ana
2781,RAM,19,90,Isabel
2782,RAM,17,90,Diego
2783,Router,18,75,Beatriz
2784,Parlantes,7,110,Isabel
2785,SSD,15,120,Jose
2786,Monitor,15,200,Ana
2787,Laptop,9,1500,Gabriela
2788,Webcam,6,60,Jose
2789,Auriculares,5,80,Jose
2790,Switch,13,95,Elena
2791,Switch,18,95,Diego
2792,Webcam,12,60,Fernando
2793,Tablet,12,350,Gabriela
2794,Impresora,14,250,Isabel
2795,Mouse,15,20,Gabriela
2796,Mouse,1,20,Hugo
2797,Microfono,3,70,Isabel
2798,Webcam,17,60,Jose
2799,USB Hub,16,30,Jose
2800,Switch,2,95,Isabel
2801,Auriculares,2,80,Beatriz
2802,Monitor,5,200,Isabel
2803,Teclado,7,45,Ana
2804,Router,9,75,Isabel
2805,Microfono,5,70,Jose
2806,Teclado,3,45,Jose
2807,Teclado,15,45,Gabriela
2808,Teclado,14,45,Elena
2809,Parlantes,8,110,Diego
2810,SSD,16,120,Beatriz
2811,RAM,7,90,Hugo
2812,Monitor,1,200,Gabriela
2813,Switch,7,95,Beatriz
2814,SSD,7,120,Carlos
2815,Teclado,12,45,Hugo
2816,Switch,20,95,Gabriela
2817,Mouse,19,20,Ana
2818,Mouse,15,20,Isabel
2819,Teclado,6,45,Elena
2820,Webcam,17,60,Elena
2821,SSD,17,120,Ana
2822,Webcam,10,60,Isabel
2823,Switch,15,95,Gabriela
2824,Teclado,18,45,Elena
2825,Webcam,6,60,Beatriz
2826,Impresora,5,250,Isabel
2827,Webcam,2,60,Fernando
2828,Parlantes,18,110,Beatriz
2829,Mouse,6,20,Hugo
2830,Laptop,5,1500,Fernando
2831,Microfono,11,70,Carlos
2832,Auriculares,16,80,Ana
2833,Impresora,4,250,Hugo
2834,Microfono,16,70,Ana
2835,Microfono,20,70,Beatriz
2836,Router,12,75,Carlos
2837,SSD,15,120,Hugo
2838,Parlantes,15,110,Ana
2839,Switch,4,95,Elena
2840,Webcam,2,60,Carlos
2841,Impresora,7,250,Fernando
2842,SSD,4,120,Carlos
2843,Auriculares,2,80,Isabel
2844,Microfono,14,70,Ana
2845,Tablet,10,350,Isabel
2846,Switch,3,95,Gabriela
2847,USB Hub,7,30,Isabel
2848,Laptop,6,1500,Gabriela
2849,Microfono,17,70,Diego
2850,Webcam,12,60,Beatriz
2851,Parlantes,7,110,Beatriz
2852,Tablet,13,350,Gabriela
2853,RAM,11,90,Elena
2854,Monitor,11,200,Beatriz
2855,Webcam,20,60,Gabriela
2856,RAM,9,90,Fernando
2857,Switch,8,95,Jose
2858,Switch,1,95,Diego
2859,Impresora,11,250,Diego
2860,Router,14,75,Carlos
2861,Mouse,11,20,Ana
2862,Router,4,75,Isabel
2863,Webcam,7,60,Isabel
2864,Auriculares,9,80,Gabriela
2865,Teclado,14,45,Diego
2866,Webcam,16,60,Hugo
2867,Impresora,12,250,Diego
2868,SSD,5,120,Jose
2869,Microfono,13,70,Gabriela
2870,Teclado,6,45,Isabel
2871,Teclado,2,45,Jose
2872,Tablet,18,350,Ana
2873,SSD,5,120,Carlos
2874,Monitor,4,200,Hugo
2875,Tablet,14,350,Ana
2876,Monitor,11,200,Elena
2877,USB Hub,5,30,Ana
2878,RAM,17,90,Jose
2879,USB Hub,15,30,Gabriela
2880,Laptop,10,1500,Hugo
2881,Webcam,17,60,Isabel
2882,Tablet,9,350,Carlos
2883,Tablet,9,350,Diego
2884,Laptop,18,1500,Diego
2885,Microfono,8,70,Ana
2886,Mouse,1,20,Diego
2887,RAM,7,90,Ana
2888,Teclado,12,45,Ana
2889,Webcam,18,60,Isabel
2890,Monitor,16,200,Jose
2891,Auriculares,10,80,Ana
2892,Webcam,9,60,Gabriela
2893,Router,1,75,Isabel
2894,RAM,8,90,Fernando
2895,Laptop,2,1500,Hugo
2896,Impresora,8,250,Jose
2897,Webcam,4,60,Ana
2898,Impresora,20,250,Jose
2899,Microfono,17,70,Carlos
2900,Laptop,2,1500,Fernando
2901,SSD,20,120,Diego
2902,SSD,12,120,Beatriz
2903,Parlantes,18,110,Diego
2904,Tablet,19,350,Isabel
2905,USB Hub,13,30,Carlos
2906,SSD,9,120,Hugo
2907,Switch,4,95,Fernando
2908,USB Hub,13,30,Diego
2909,Teclado,13,45,Hugo
2910,Mouse,12,20,Beatriz
2911,RAM,4,90,Fernando
2912,Impresora,4,250,Beatriz
2913,Router,17,75,Ana
2914,Monitor,19,200,Elena
2915,SSD,4,120,Fernando
2916,Laptop,16,1500,Elena
2917,Monitor,15,200,Diego
2918,Microfono,13,70,Carlos
2919,SSD,9,120,Hugo
2920,Tablet,20,350,Jose
2921,Monitor,1,200,Beatriz
2922,SSD,2,120,Diego
2923,USB Hub,10,30,Jose
2924,Microfono,1,70,Hugo
2925,Webcam,2,60,Ana
2926,Auriculares,5,80,Gabriela
2927,Webcam,3,60,Fernando
2928,Tablet,19,350,Jose
2929,Microfono,17,70,Gabriela
2930,Laptop,3,1500,Hugo
2931,Router,15,75,Ana
2932,Router,1,75,Gabriela
2933,Parlantes,3,110,Hugo
2934,Webcam,4,60,Fernando
2935,Impresora,2,250,Ana
2936,Teclado,8,45,Beatriz
2937,SSD,19,120,Diego
2938,Switch,7,95,Diego
2939,Microfono,2,70,Ana
2940,Router,20,75,Carlos
2941,Switch,9,95,Diego
2942,Mouse,12,20,Ana
2943,Parlantes,20,110,Ana
2944,Webcam,1,60,Isabel
2945,Microfono,18,70,Elena
2946,Teclado,18,45,Gabriela
2947,SSD,1,120,Gabriela
2948,Teclado,4,45,Isabel
2949,Tablet,10,350,Diego
2950,Tablet,15,350,Jose
2951,Impresora,9,250,Carlos
2952,Microfono,10,70,Jose
2953,Laptop,13,1500,Ana
2954,Tablet,4,350,Beatriz
2955,Mouse,18,20,Jose
2956,Teclado,18,45,Carlos
2957,Tablet,6,350,Carlos
2958,Teclado,4,45,Isabel
2959,Router,7,75,Ana
2960,SSD,7,120,Carlos
2961,Webcam,12,60,Elena
2962,Parlantes,2,110,Beatriz
2963,Webcam,19,60,Jose
2964,Mouse,11,20,Ana
2965,Microfono,7,70,Diego
2966,Mouse,4,20,Isabel
2967,Teclado,6,45,Carlos
2968,Switch,10,95,Gabriela
2969,Router,12,75,Elena
2970,Webcam,2,60,Carlos
2971,RAM,3,90,Carlos
2972,Laptop,10,1500,Gabriela
2973,SSD,6,120,Elena
2974,RAM,20,90,Isabel
2975,Impresora,6,250,Diego
2976,USB Hub,19,30,Jose
2977,Webcam,19,60,Ana
2978,Router,7,75,Gabriela
2979,Impresora,9,250,Fernando
2980,Impresora,8,250,Hugo
2981,Laptop,7,1500,Gabriela
2982,RAM,13,90,Beatriz
2983,Laptop,8,1500,Isabel
2984,Teclado,5,45,Diego
2985,USB Hub,1,30,Fernando
2986,Mouse,10,20,Fernando
2987,Tablet,4,350,Jose
2988,Monitor,3,200,Gabriela
2989,SSD,17,120,Ana
2990,Impresora,13,250,Jose
2991,Microfono,1,70,Jose
2992,Webcam,16,60,Ana
2993,Switch,16,95,Beatriz
2994,Monitor,2,200,Elena
2995,Impresora,7,250,Ana
2996,Tablet,15,350,Jose
2997,Parlantes,17,110,Carlos
2998,Switch,20,95,Fernando
2999,Router,13,75,Fernando
3000,Impresora,8,250,Jose
3001,Tablet,7,350,Isabel
3002,Monitor,13,200,Elena
3003,Tablet,8,350,Elena
3004,Impresora,19,250,Gabriela
3005,Tablet,4,350,Jose
3006,Switch,7,95,Hugo
3007,Laptop,2,1500,Isabel
3008,Laptop,10,1500,Isabel
3009,Mouse,10,20,Elena
3010,Mouse,7,20,Elena
3011,Monitor,15,200,Isabel
3012,Mouse,14,20,Jose
3013,Router,17,75,Isabel
3014,Microfono,6,70,Ana
3015,RAM,18,90,Isabel
3016,Microfono,12,70,Jose
3017,Parlantes,9,110,Fernando
3018,Auriculares,20,80,Isabel
3019,Mouse,13,20,Gabriela
3020,Monitor,10,200,Diego
3021,Mouse,3,20,Gabriela
3022,Laptop,15,1500,Beatriz
3023,SSD,20,120,Ana
3024,SSD,11,120,Jose
3025,RAM,13,90,Diego
3026,Parlantes,12,110,Beatriz
3027,Impresora,9,250,Fernando
3028,Teclado,17,45,Jose
3029,Tablet,20,350,Beatriz
3030,RAM,16,90,Isabel
3031,Laptop,12,1500,Diego
3032,SSD,10,120,Elena
3033,Mouse,12,20,Elena
3034,Teclado,1,45,Carlos
3035,Teclado,18,45,Carlos
3036,RAM,8,90,Beatriz
3037,USB Hub,12,30,Fernando
3038,RAM,11,90,Elena
3039,Laptop,7,1500,Gabriela
3040,Webcam,10,60,Isabel
3041,Webcam,8,60,Ana
3042,Router,4,75,Elena
3043,Monitor,6,200,Beatriz
3044,Mouse,14,20,Isabel
3045,USB Hub,8,30,Fernando
3046,Mouse,12,20,Jose
3047,Switch,11,95,Hugo
3048,Tablet,1,350,Gabriela
3049,Mouse,13,20,Elena
3050,Teclado,19,45,Diego
3051,Webcam,5,60,Elena
3052,Monitor,11,200,Gabriela
3053,Auriculares,16,80,Elena
3054,Impresora,7,250,Hugo
3055,Teclado,4,45,Hugo
3056,Teclado,18,45,Isabel
3057,Teclado,15,45,Diego
3058,Webcam,18,60,Jose
3059,SSD,2,120,Elena
3060,Laptop,3,1500,Ana
3061,Router,16,75,Gabriela
3062,Webcam,11,60,Carlos
3063,Monitor,6,200,Ana
3064,Teclado,1,45,Hugo
3065,Auriculares,13,80,Elena
3066,Teclado,19,45,Elena
3067,Monitor,12,200,Diego
3068,Laptop,8,1500,Beatriz
3069,Webcam,5,60,Hugo
3070,Mouse,20,20,Isabel
3071,Teclado,13,45,Elena
3072,Tablet,7,350,Gabriela
3073,Teclado,3,45,Fernando
3074,Auriculares,6,80,Carlos
3075,RAM,3,90,Beatriz
3076,Auriculares,10,80,Hugo
3077,Parlantes,19,110,Carlos
3078,Auriculares,19,80,Gabriela
3079,USB Hub,20,30,Ana
3080,SSD,16,120,Gabriela
3081,Router,17,75,Hugo
3082,Router,2,75,Hugo
3083,Parlantes,9,110,Carlos
3084,Teclado,9,45,Fernando
3085,Auriculares,8,80,Carlos
3086,Teclado,2,45,Gabriela
3087,Tablet,8,350,Carlos
3088,SSD,15,120,Isabel
3089,Webcam,11,60,Gabriela
3090,Switch,6,95,Isabel
3091,Router,8,75,Gabriela
3092,Microfono,4,70,Fernando
3093,Microfono,17,70,Gabriela
3094,RAM,5,90,Carlos
3095,Teclado,6,45,Jose
3096,Tablet,18,350,Carlos
3097,Impresora,9,250,Ana
3098,Laptop,2,1500,Carlos
3099,Router,2,75,Fernando
3100,Auriculares,12,80,Diego
3101,USB Hub,5,30,Elena
3102,RAM,4,90,Ana
3103,Impresora,4,250,Gabriela
3104,Switch,1,95,Ana
3105,Switch,19,95,Ana
3106,Impresora,13,250,Fernando
3107,Parlantes,2,110,Hugo
3108,SSD,4,120,Hugo
3109,Router,16,75,Diego
3110,Switch,8,95,Isabel
3111,RAM,15,90,Diego
3112,Webcam,7,60,Jose
3113,Monitor,20,200,Beatriz
3114,Monitor,18,200,Fernando
3115,Router,9,75,Beatriz
3116,Auriculares,4,80,Elena
3117,Microfono,3,70,Ana
3118,Microfono,19,70,Elena
3119,Tablet,7,350,Diego
3120,Tablet,19,350,Diego
3121,Microfono,17,70,Diego
3122,Laptop,15,1500,Elena
3123,Auriculares,19,80,Ana
3124,Webcam,10,60,Hugo
3125,Router,16,75,Beatriz
3126,USB Hub,4,30,Jose
3127,Switch,17,95,Ana
3128,Auriculares,6,80,Ana
3129,SSD,13,120,Elena
3130,Switch,15,95,Fernando
3131,Monitor,4,200,Jose
3132,SSD,3,120,Fernando
3133,Parlantes,11,110,Carlos
3134,USB Hub,18,30,Ana
3135,Auriculares,11,80,Isabel
3136,Mouse,20,20,Ana
3137,Microfono,10,70,Fernando
3138,Monitor,9,200,Beatriz
3139,Auriculares,14,80,Jose
3140,SSD,11,120,Jose
3141,Mouse,6,20,Fernando
3142,Laptop,9,1500,Isabel
3143,Mouse,17,20,Gabriela
3144,Teclado,5,45,Isabel
3145,Webcam,8,60,Hugo
3146,Parlantes,15,110,Carlos
3147,Parlantes,13,110,Carlos
3148,Monitor,7,200,Fernando
3149,Microfono,12,70,Elena
3150,Teclado,10,45,Beatriz
3151,Auriculares,5,80,Jose
3152,Monitor,1,200,Beatriz
3153,Parlantes,13,110,Isabel
3154,Parlantes,1,110,Fernando
3155,Monitor,20,200,Beatriz
3156,RAM,18,90,Diego
3157,RAM,9,90,Diego
3158,Webcam,7,60,Beatriz
3159,Laptop,7,1500,Jose
3160,Webcam,7,60,Beatriz
3161,Impresora,14,250,Beatriz
3162,Impresora,9,250,Fernando
3163,SSD,12,120,Isabel
3164,Microfono,20,70,Beatriz
3165,Tablet,19,350,Hugo
3166,Router,18,75,Hugo
3167,Mouse,3,20,Jose
3168,USB Hub,2,30,Fernando
3169,Monitor,14,200,Beatriz
3170,USB Hub,11,30,Ana
3171,Impresora,17,250,Beatriz
3172,Router,16,75,Fernando
3173,USB Hub,11,30,Ana
3174,Router,13,75,Fernando
3175,Microfono,4,70,Isabel
3176,Auriculares,1,80,Fernando
3177,Impresora,7,250,Ana
3178,Switch,17,95,Fernando
3179,Switch,13,95,Gabriela
3180,Microfono,15,70,Jose
3181,RAM,4,90,Gabriela
3182,Monitor,7,200,Hugo
3183,Switch,5,95,Beatriz
3184,Mouse,20,20,Carlos
3185,Router,9,75,Isabel
3186,Teclado,20,45,Gabriela
3187,Auriculares,1,80,Jose
3188,USB Hub,14,30,Ana
3189,Webcam,5,60,Carlos
3190,Monitor,19,200,Ana
3191,Auriculares,3,80,Diego
3192,Mouse,19,20,Fernando
3193,Switch,3,95,Isabel
3194,Webcam,6,60,Jose
3195,Monitor,2,200,Diego
3196,Tablet,10,350,Diego
3197,Mouse,4,20,Ana
3198,Impresora,13,250,Hugo
3199,Laptop,10,1500,Carlos
3200,Tablet,15,350,Fernando
3201,Parlantes,18,110,Carlos
3202,Monitor,20,200,Fernando
3203,USB Hub,4,30,Jose
3204,Monitor,12,200,Gabriela
3205,Tablet,7,350,Jose
3206,Router,9,75,Ana
3207,RAM,19,90,Fernando
3208,Monitor,9,200,Gabriela
3209,SSD,1,120,Diego
3210,Laptop,18,1500,Elena
3211,Switch,8,95,Elena
3212,Webcam,1,60,Hugo
3213,Router,8,75,Elena
3214,Teclado,10,45,Hugo
3215,Webcam,2,60,Jose
3216,Impresora,7,250,Gabriela
3217,RAM,5,90,Elena
3218,Impresora,12,250,Jose
3219,USB Hub,1,30,Isabel
3220,Webcam,12,60,Fernando
3221,Tablet,12,350,Hugo
3222,Switch,9,95,Beatriz
3223,Auriculares,7,80,Hugo
3224,Parlantes,4,110,Isabel
3225,Mouse,15,20,Jose
3226,Monitor,8,200,Carlos
3227,Teclado,6,45,Jose
3228,Monitor,15,200,Hugo
3229,Impresora,18,250,Elena
3230,Monitor,11,200,Elena
3231,Mouse,3,20,Fernando
3232,Laptop,6,1500,Gabriela
3233,Teclado,6,45,Beatriz
3234,Webcam,15,60,Elena
3235,Auriculares,6,80,Carlos
3236,Impresora,5,250,Hugo
3237,Tablet,11,350,Beatriz
3238,Impresora,18,250,Elena
3239,Laptop,11,1500,Fernando
3240,USB Hub,4,30,Hugo
3241,Router,12,75,Beatriz
3242,Laptop,3,1500,Elena
3243,SSD,10,120,Elena
3244,Auriculares,1,80,Fernando
3245,Webcam,19,60,Carlos
3246,Switch,10,95,Ana
3247,Router,20,75,Diego
3248,Mouse,17,20,Hugo
3249,Teclado,1,45,Elena
3250,USB Hub,13,30,Fernando
3251,Laptop,11,1500,Elena
3252,Tablet,18,350,Carlos
3253,Parlantes,18,110,Beatriz
3254,Microfono,14,70,Carlos
3255,Laptop,16,1500,Gabriela
3256,Teclado,8,45,Hugo
3257,USB Hub,3,30,Isabel
3258,Parlantes,11,110,Isabel
3259,Impresora,5,250,Carlos
3260,Tablet,2,350,Ana
3261,RAM,13,90,Beatriz
3262,Switch,8,95,Diego
3263,Webcam,1,60,Elena
3264,USB Hub,13,30,Jose
3265,USB Hub,3,30,Fernando
3266,Microfono,5,70,Isabel
3267,Parlantes,12,110,Fernando
3268,Parlantes,2,110,Hugo
3269,Parlantes,3,110,Jose
3270,RAM,19,90,Isabel
3271,Impresora,14,250,Gabriela
3272,Auriculares,16,80,Jose
3273,Mouse,14,20,Fernando
3274,Switch,18,95,Hugo
3275,SSD,6,120,Ana
3276,SSD,8,120,Ana
3277,Monitor,5,200,Gabriela
3278,SSD,15,120,Beatriz
3279,Monitor,8,200,Jose
3280,Monitor,20,200,Fernando
3281,Laptop,10,1500,Ana
3282,Mouse,2,20,Jose
3283,Parlantes,17,110,Ana
3284,Auriculares,6,80,Carlos
3285,RAM,7,90,Fernando
3286,Impresora,17,250,Isabel
3287,Microfono,17,70,Gabriela
3288,Impresora,15,250,Hugo
3289,RAM,6,90,Diego
3290,RAM,14,90,Isabel
3291,Microfono,17,70,Gabriela
3292,Switch,3,95,Diego
3293,Mouse,5,20,Ana
3294,SSD,17,120,Elena
3295,Teclado,17,45,Beatriz
3296,Teclado,10,45,Carlos
3297,Switch,19,95,Carlos
3298,Teclado,2,45,Ana
3299,USB Hub,4,30,Jose
3300,Auriculares,18,80,Hugo
3301,Tablet,20,350,Elena
3302,RAM,14,90,Jose
3303,Router,11,75,Ana
3304,Parlantes,9,110,Hugo
3305,Webcam,12,60,Carlos
3306,Laptop,19,1500,Fernando
3307,Tablet,13,350,Beatriz
3308,Teclado,6,45,Isabel
3309,RAM,20,90,Isabel
3310,Monitor,11,200,Beatriz
3311,Laptop,14,1500,Gabriela
3312,RAM,14,90,Diego
3313,Router,13,75,Isabel
3314,Laptop,6,1500,Diego
3315,Parlantes,3,110,Diego
3316,Webcam,5,60,Jose
3317,SSD,5,120,Hugo
3318,Tablet,16,350,Isabel
3319,Mouse,6,20,Ana
3320,Microfono,11,70,Jose
3321,SSD,13,120,Gabriela
3322,Webcam,18,60,Diego
3323,SSD,2,120,Hugo
3324,Microfono,13,70,Fernando
3325,Impresora,12,250,Ana
3326,Microfono,5,70,Ana
3327,Mouse,13,20,Jose
3328,Switch,5,95,Gabriela
3329,SSD,10,120,Gabriela
3330,Impresora,6,250,Ana
3331,Impresora,13,250,Ana
3332,Mouse,17,20,Isabel
3333,Microfono,14,70,Hugo
3334,Tablet,7,350,Ana
3335,RAM,12,90,Diego
3336,Teclado,16,45,Beatriz
3337,Switch,6,95,Ana
3338,RAM,16,90,Beatriz
3339,Monitor,17,200,Fernando
3340,Impresora,2,250,Gabriela
3341,Switch,4,95,Isabel
3342,Teclado,6,45,Diego
3343,Microfono,17,70,Carlos
3344,Webcam,7,60,Jose
3345,Laptop,16,1500,Carlos
3346,Webcam,5,60,Hugo
3347,Laptop,20,1500,Gabriela
3348,SSD,12,120,Diego
3349,Laptop,17,1500,Isabel
3350,Mouse,7,20,Isabel
3351,USB Hub,14,30,Diego
3352,Auriculares,14,80,Carlos
3353,SSD,11,120,Isabel
3354,Router,7,75,Hugo
3355,Webcam,13,60,Beatriz
3356,Webcam,6,60,Beatriz
3357,Switch,17,95,Elena
3358,USB Hub,13,30,Elena
3359,Mouse,16,20,Diego
3360,Switch,16,95,Elena
3361,USB Hub,2,30,Diego
3362,Microfono,10,70,Diego
3363,Router,9,75,Elena
3364,Laptop,18,1500,Diego
3365,USB Hub,8,30,Beatriz
3366,Monitor,13,200,Gabriela
3367,Impresora,7,250,Hugo
3368,Impresora,9,250,Hugo
3369,Monitor,9,200,Elena
3370,RAM,12,90,Hugo
3371,SSD,18,120,Jose
3372,Microfono,11,70,Hugo
3373,USB Hub,17,30,Isabel
3374,Mouse,10,20,Fernando
3375,SSD,18,120,Gabriela
3376,Router,12,75,Hugo
3377,Switch,14,95,Fernando
3378,Teclado,16,45,Hugo
3379,Microfono,17,70,Beatriz
3380,Monitor,5,200,Diego
3381,Impresora,7,250,Diego
3382,Webcam,13,60,Elena
3383,Impresora,14,250,Ana
3384,Switch,20,95,Isabel
3385,Switch,13,95,Isabel
3386,Impresora,5,250,Ana
3387,Monitor,13,200,Ana
3388,Mouse,14,20,Elena
3389,Auriculares,4,80,Ana
3390,Teclado,1,45,Beatriz
3391,Mouse,13,20,Fernando
3392,Monitor,4,200,Jose
3393,Microfono,3,70,Carlos
3394,Tablet,14,350,Diego
3395,Microfono,16,70,Fernando
3396,Laptop,8,1500,Ana
3397,Microfono,19,70,Beatriz
3398,USB Hub,20,30,Fernando
3399,SSD,5,120,Elena
3400,Parlantes,20,110,Hugo
3401,Parlantes,5,110,Isabel
3402,Switch,7,95,Ana
3403,USB Hub,14,30,Diego
3404,Impresora,7,250,Isabel
3405,Mouse,17,20,Carlos
3406,Impresora,19,250,Jose
3407,Webcam,19,60,Jose
3408,SSD,2,120,Hugo
3409,Tablet,18,350,Ana
3410,Router,15,75,Gabriela
3411,Switch,2,95,Beatriz
3412,Monitor,20,200,Diego
3413,Tablet,12,350,Isabel
3414,Impresora,17,250,Jose
3415,SSD,12,120,Hugo
3416,Webcam,2,60,Gabriela
3417,Parlantes,12,110,Ana
3418,USB Hub,17,30,Gabriela
3419,RAM,12,90,Hugo
3420,Tablet,6,350,Isabel
3421,Impresora,3,250,Hugo
3422,Teclado,16,45,Carlos
3423,Tablet,2,350,Fernando
3424,Router,7,75,Isabel
3425,Switch,11,95,Carlos
3426,Impresora,19,250,Fernando
3427,Mouse,3,20,Carlos
3428,SSD,13,120,Hugo
3429,SSD,11,120,Hugo
3430,Microfono,5,70,Gabriela
3431,Mouse,18,20,Ana
3432,Switch,15,95,Carlos
3433,Microfono,19,70,Carlos
3434,USB Hub,8,30,Carlos
3435,SSD,17,120,Isabel
3436,Parlantes,8,110,Hugo
3437,Tablet,3,350,Fernando
3438,Mouse,6,20,Diego
3439,USB Hub,16,30,Hugo
3440,Microfono,14,70,Ana
3441,Teclado,15,45,Diego
3442,Webcam,9,60,Carlos
3443,USB Hub,15,30,Jose
3444,Laptop,17,1500,Fernando
3445,Teclado,4,45,Jose
3446,Switch,3,95,Hugo
3447,SSD,4,120,Elena
3448,Tablet,19,350,Diego
3449,USB Hub,6,30,Ana
3450,SSD,13,120,Gabriela
3451,Router,19,75,Carlos
3452,Microfono,11,70,Elena
3453,SSD,16,120,Beatriz
3454,Teclado,4,45,Carlos
3455,SSD,4,120,Diego
3456,Switch,10,95,Gabriela
3457,Auriculares,1,80,Beatriz
3458,Tablet,18,350,Diego
3459,Microfono,4,70,Elena
3460,Switch,1,95,Beatriz
3461,Parlantes,6,110,Beatriz
3462,Webcam,5,60,Isabel
3463,Teclado,12,45,Jose
3464,Router,5,75,Fernando
3465,Teclado,5,45,Diego
3466,Impresora,12,250,Diego
3467,Impresora,13,250,Ana
3468,Parlantes,13,110,Gabriela
3469,Teclado,1,45,Elena
3470,RAM,13,90,Gabriela
3471,Teclado,12,45,Elena
3472,Parlantes,17,110,Diego
3473,RAM,1,90,Hugo
3474,Teclado,17,45,Diego
3475,USB Hub,11,30,Elena
3476,SSD,19,120,Jose
3477,USB Hub,2,30,Gabriela
3478,Parlantes,16,110,Beatriz
3479,USB Hub,15,30,Fernando
3480,Webcam,19,60,Jose
3481,Laptop,18,1500,Isabel
3482,Webcam,5,60,Ana
3483,Impresora,16,250,Carlos
3484,Teclado,11,45,Gabriela
3485,Parlantes,3,110,Jose
3486,Microfono,4,70,Hugo
3487,Monitor,11,200,Isabel
3488,Parlantes,17,110,Fernando
3489,USB Hub,20,30,Isabel
3490,Laptop,5,1500,Carlos
3491,Impresora,3,250,Beatriz
3492,Teclado,4,45,Elena
3493,Laptop,2,1500,Hugo
3494,Auriculares,3,80,Diego
3495,Tablet,12,350,Isabel
3496,Tablet,19,350,Jose
3497,Tablet,10,350,Ana
3498,Teclado,5,45,Gabriela
3499,Router,5,75,Beatriz
3500,Parlantes,6,110,Elena
3501,Switch,14,95,Fernando
3502,Monitor,10,200,Diego
3503,USB Hub,19,30,Jose
3504,Webcam,11,60,Beatriz
3505,Teclado,6,45,Fernando
